user_id,event_type,event_date
1162,start_lesson,2024-01-30
1162,login,2024-02-04
1163,start_lesson,2024-03-08
1163,start_lesson,2024-03-06
1163,start_lesson,2024-02-20
1163,payment,2024-03-04
1164,login,2024-03-04
1164,login,2024-03-05
1164,login,2024-02-24
1164,login,2024-02-09
1165,login,2024-03-02
1165,start_lesson,2024-03-30
1165,login,2024-03-31
1166,login,2024-02-24
1166,payment,2024-03-04
1166,login,2024-03-21
1166,payment,2024-02-24
1167,login,2024-02-04
1167,login,2024-02-07
1167,registration,2024-02-10
1167,start_lesson,2024-02-05
1168,start_lesson,2024-03-16
1168,start_lesson,2024-03-09
1168,start_lesson,2024-03-03
1168,start_lesson,2024-02-16
1169,start_lesson,2024-03-20
1169,start_lesson,2024-03-19
1169,payment,2024-03-23
1170,login,2024-02-08
1171,login,2024-01-20
1171,login,2024-02-08
1171,login,2024-01-29
1172,login,2024-02-09
1173,login,2024-02-06
1173,login,2024-02-19
1173,login,2024-01-28
1174,login,2024-01-24
1174,start_lesson,2024-02-18
1174,login,2024-01-27
1175,login,2024-02-06
1175,start_lesson,2024-01-21
1176,login,2024-02-18
1176,registration,2024-02-04
1176,start_lesson,2024-02-05
1176,login,2024-02-07
1176,start_lesson,2024-02-14
1177,registration,2024-01-14
1177,payment,2024-01-02
1177,start_lesson,2024-01-12
1178,login,2024-03-12
1178,start_lesson,2024-02-19
1178,start_lesson,2024-03-07
1179,login,2024-02-16
1179,registration,2024-02-11
1180,start_lesson,2024-02-02
1180,login,2024-02-08
1181,payment,2024-03-23
1181,start_lesson,2024-02-29
1181,login,2024-03-01
1182,login,2024-03-13
1182,registration,2024-03-07
1183,start_lesson,2024-02-24
1183,login,2024-03-19
1184,login,2024-01-08
1184,start_lesson,2024-01-25
1184,start_lesson,2024-01-25
1185,login,2024-01-24
1185,login,2024-01-22
1185,start_lesson,2024-01-11
1186,start_lesson,2024-03-03
1186,payment,2024-03-07
1186,login,2024-03-17
1186,login,2024-02-26
1187,login,2024-02-20
1187,registration,2024-02-12
1188,start_lesson,2024-02-26
1188,registration,2024-02-20
1188,start_lesson,2024-03-08
1188,start_lesson,2024-02-21
1188,start_lesson,2024-02-23
1189,start_lesson,2024-02-19
1189,login,2024-03-07
1189,start_lesson,2024-03-07
1190,login,2024-02-20
1190,login,2024-02-26
1190,login,2024-03-16
1191,login,2024-03-06
1191,login,2024-03-06
1191,payment,2024-03-15
1191,registration,2024-03-18
1191,start_lesson,2024-02-29
1192,start_lesson,2024-02-21
1192,start_lesson,2024-02-22
1192,start_lesson,2024-02-22
1192,login,2024-02-23
1192,login,2024-02-24
1193,registration,2024-02-12
1194,login,2024-02-27
1194,payment,2024-03-12
1194,start_lesson,2024-03-24
1194,login,2024-03-15
1195,start_lesson,2024-02-28
1195,start_lesson,2024-02-10
1195,login,2024-02-25
1196,registration,2024-03-03
1197,start_lesson,2024-03-09
1197,start_lesson,2024-03-06
1198,login,2024-02-06
1198,start_lesson,2024-02-02
1199,login,2024-02-22
1200,login,2024-03-22
1200,login,2024-03-09
1200,login,2024-03-25
1200,payment,2024-02-27
1200,login,2024-03-20
1201,login,2024-02-27
1201,start_lesson,2024-02-08
1201,login,2024-02-28
1201,payment,2024-02-06
1202,start_lesson,2024-02-21
1202,start_lesson,2024-02-14
1202,start_lesson,2024-02-11
1202,start_lesson,2024-02-25
1202,login,2024-02-06
1203,payment,2024-01-16
1203,login,2024-02-04
1203,login,2024-01-23
1204,login,2024-03-07
1204,login,2024-02-13
1204,login,2024-03-07
1204,registration,2024-02-21
1204,start_lesson,2024-02-10
1205,login,2024-02-28
1205,start_lesson,2024-03-15
1206,login,2024-02-10
1206,login,2024-01-22
1207,login,2024-03-05
1207,login,2024-02-09
1207,login,2024-03-03
1207,start_lesson,2024-03-04
1207,start_lesson,2024-03-05
1208,payment,2024-02-05
1208,login,2024-01-27
1208,start_lesson,2024-02-13
1209,login,2024-01-30
1210,login,2024-02-13
1211,login,2024-02-07
1211,start_lesson,2024-02-23
1211,payment,2024-02-17
1211,login,2024-02-15
1211,login,2024-02-21
1212,start_lesson,2024-01-23
1212,login,2024-02-12
1212,login,2024-01-27
1212,login,2024-01-17
1213,start_lesson,2024-01-24
1213,payment,2024-01-27
1213,start_lesson,2024-01-30
1213,login,2024-02-01
1213,login,2024-01-15
1214,login,2024-02-08
1214,start_lesson,2024-01-20
1215,start_lesson,2024-02-23
1215,login,2024-02-05
1215,login,2024-02-22
1216,login,2024-01-20
1216,payment,2024-01-08
1216,login,2024-01-27
1216,payment,2024-01-10
1216,login,2024-01-15
1217,start_lesson,2024-01-21
1217,start_lesson,2024-01-17
1217,login,2024-02-06
1218,start_lesson,2024-01-18
1218,login,2024-01-14
1218,start_lesson,2024-01-05
1218,login,2024-01-25
1218,start_lesson,2024-01-05
1219,login,2024-02-23
1219,start_lesson,2024-02-20
1219,login,2024-02-13
1220,login,2024-03-06
1221,login,2024-02-15
1221,registration,2024-01-23
1222,login,2024-03-17
1222,login,2024-02-20
1222,start_lesson,2024-02-19
1223,login,2024-02-29
1223,login,2024-02-09
1224,login,2024-03-08
1225,start_lesson,2024-01-29
1226,login,2024-03-03
1226,registration,2024-03-03
1226,login,2024-02-24
1226,login,2024-02-05
1226,login,2024-02-20
1227,login,2024-03-13
1227,start_lesson,2024-02-21
1227,registration,2024-03-05
1227,login,2024-03-01
1227,payment,2024-02-24
1228,login,2024-02-01
1228,login,2024-02-02
1228,login,2024-01-11
1229,start_lesson,2024-02-27
1230,start_lesson,2024-02-27
1230,login,2024-03-05
1231,start_lesson,2024-02-14
1231,login,2024-03-01
1231,payment,2024-03-02
1231,start_lesson,2024-03-08
1231,login,2024-02-28
1232,payment,2024-01-22
1232,start_lesson,2024-01-24
1232,login,2024-01-30
1232,login,2024-02-03
1233,registration,2024-03-05
1233,registration,2024-03-04
1233,payment,2024-02-21
1233,login,2024-03-06
1233,start_lesson,2024-03-11
1234,login,2024-02-12
1234,login,2024-02-13
1234,registration,2024-02-26
1234,registration,2024-02-16
1235,start_lesson,2024-02-09
1235,registration,2024-02-08
1236,start_lesson,2024-01-06
1236,start_lesson,2024-01-06
1236,login,2024-01-18
1236,start_lesson,2024-02-05
1237,start_lesson,2024-03-05
1237,login,2024-02-24
1238,start_lesson,2024-02-23
1238,registration,2024-02-24
1238,registration,2024-02-05
1239,start_lesson,2024-02-14
1240,registration,2024-03-04
1240,start_lesson,2024-03-17
1240,login,2024-03-09
1241,payment,2024-03-24
1242,login,2024-03-21
1243,login,2024-02-20
1243,start_lesson,2024-02-16
1243,registration,2024-03-01
1244,start_lesson,2024-01-26
1244,login,2024-02-01
1244,payment,2024-01-27
1245,payment,2024-02-15
1245,start_lesson,2024-02-15
1245,login,2024-02-27
1246,payment,2024-03-11
1246,login,2024-03-02
1246,registration,2024-02-28
1246,registration,2024-02-29
1247,login,2024-03-02
1247,login,2024-02-26
1247,start_lesson,2024-02-04
1248,start_lesson,2024-03-21
1249,payment,2024-02-05
1249,start_lesson,2024-02-10
1249,login,2024-01-31
1250,login,2024-02-14
1250,payment,2024-02-12
1250,start_lesson,2024-02-15
1250,login,2024-02-05
1250,payment,2024-02-16
1251,start_lesson,2024-01-18
1251,login,2024-01-31
1251,start_lesson,2024-01-27
1252,start_lesson,2024-01-12
1252,login,2024-01-25
1252,login,2024-02-01
1252,start_lesson,2024-01-16
1253,start_lesson,2024-03-11
1254,start_lesson,2024-02-23
1254,login,2024-02-29
1254,start_lesson,2024-02-18
1255,start_lesson,2024-01-16
1256,start_lesson,2024-02-29
1256,login,2024-02-20
1256,registration,2024-02-21
1256,registration,2024-02-12
1257,registration,2024-01-11
1257,start_lesson,2024-01-27
1258,login,2024-02-25
1258,registration,2024-02-23
1258,login,2024-02-14
1258,start_lesson,2024-02-11
1258,start_lesson,2024-02-06
1259,login,2024-02-22
1259,start_lesson,2024-02-11
1260,login,2024-02-08
1261,login,2024-03-24
1261,start_lesson,2024-02-27
1261,registration,2024-03-04
1262,registration,2024-01-28
1262,login,2024-01-10
1262,payment,2024-01-15
1262,login,2024-02-07
1262,login,2024-01-21
1263,start_lesson,2024-03-21
1263,login,2024-03-06
1264,login,2024-01-03
1265,login,2024-03-10
1266,login,2024-02-14
1266,payment,2024-02-19
1267,start_lesson,2024-02-27
1267,registration,2024-02-12
1267,start_lesson,2024-02-28
1268,start_lesson,2024-02-20
1268,login,2024-02-21
1268,start_lesson,2024-02-12
1268,registration,2024-02-16
1269,payment,2024-02-07
1270,start_lesson,2024-02-04
1270,registration,2024-02-18
1270,start_lesson,2024-02-01
1270,login,2024-02-08
1271,login,2024-02-21
1271,payment,2024-02-18
1272,payment,2024-02-05
1272,payment,2024-01-28
1272,start_lesson,2024-01-10
1273,start_lesson,2024-01-08
1273,start_lesson,2024-01-27
1273,start_lesson,2024-01-03
1273,login,2024-01-28
1273,login,2024-01-10
1274,login,2024-02-11
1274,login,2024-01-24
1274,login,2024-02-12
1275,start_lesson,2024-02-05
1275,start_lesson,2024-02-05
1275,registration,2024-02-04
1276,start_lesson,2024-01-17
1276,login,2024-01-23
1276,start_lesson,2024-02-03
1276,start_lesson,2024-01-30
1277,registration,2024-02-01
1277,start_lesson,2024-01-04
1277,start_lesson,2024-01-05
1277,login,2024-01-29
1278,login,2024-02-01
1278,start_lesson,2024-01-21
1278,login,2024-01-30
1279,start_lesson,2024-01-14
1279,login,2024-01-28
1279,start_lesson,2024-01-26
1279,registration,2024-01-14
1280,start_lesson,2024-03-15
1280,payment,2024-02-29
1280,login,2024-03-07
1280,registration,2024-03-03
1280,login,2024-03-14
1281,login,2024-03-16
1281,login,2024-02-23
1281,login,2024-03-01
1281,start_lesson,2024-02-19
1282,start_lesson,2024-02-05
1282,registration,2024-02-28
1282,start_lesson,2024-02-09
1282,login,2024-02-29
1283,start_lesson,2024-03-20
1283,login,2024-03-14
1283,start_lesson,2024-03-26
1284,login,2024-03-06
1284,start_lesson,2024-02-09
1285,login,2024-03-04
1285,login,2024-03-07
1285,login,2024-02-25
1286,login,2024-03-17
1286,login,2024-03-01
1286,registration,2024-03-10
1286,payment,2024-03-27
1287,login,2024-01-10
1287,payment,2024-01-30
1288,login,2024-01-19
1288,payment,2024-01-29
1288,login,2024-02-13
1288,start_lesson,2024-02-08
1288,registration,2024-02-07
1289,start_lesson,2024-02-05
1289,payment,2024-01-23
1289,login,2024-01-25
1289,login,2024-02-07
1290,login,2024-01-09
1291,registration,2024-02-17
1291,payment,2024-02-05
1291,start_lesson,2024-02-19
1291,login,2024-02-08
1292,login,2024-03-04
1292,login,2024-02-25
1292,start_lesson,2024-03-09
1292,login,2024-02-24
1292,payment,2024-03-16
1293,start_lesson,2024-02-29
1293,login,2024-02-20
1293,registration,2024-03-05
1293,login,2024-02-16
1294,payment,2024-02-20
1294,login,2024-02-19
1294,payment,2024-03-02
1294,payment,2024-02-27
1294,login,2024-02-23
1295,login,2024-01-24
1295,login,2024-01-22
1296,payment,2024-01-08
1296,registration,2024-01-25
1296,payment,2024-01-27
1297,login,2024-02-06
1297,login,2024-02-15
1297,login,2024-02-14
1298,start_lesson,2024-03-21
1298,start_lesson,2024-03-04
1298,payment,2024-03-14
1298,start_lesson,2024-03-09
1298,start_lesson,2024-02-23
1299,login,2024-01-05
1300,login,2024-02-17
1300,start_lesson,2024-01-23
1300,login,2024-01-25
1300,start_lesson,2024-02-03
1300,login,2024-01-20
1301,login,2024-01-23
1301,login,2024-01-25
1301,login,2024-01-22
1301,payment,2024-01-20
1301,start_lesson,2024-01-28
1302,login,2024-02-11
1302,login,2024-02-23
1303,start_lesson,2024-02-12
1304,login,2024-03-19
1304,login,2024-02-26
1305,payment,2024-01-29
1305,login,2024-01-18
1306,login,2024-02-21
1307,login,2024-01-16
1307,login,2024-01-06
1307,login,2024-01-22
1307,login,2024-01-31
1308,login,2024-02-21
1308,login,2024-02-07
1308,login,2024-02-08
1308,payment,2024-02-12
1308,login,2024-01-29
1309,login,2024-02-07
1309,start_lesson,2024-01-31
1310,payment,2024-02-19
1310,login,2024-02-29
1310,start_lesson,2024-02-09
1311,login,2024-02-23
1311,login,2024-02-06
1311,login,2024-03-06
1311,login,2024-02-06
1312,login,2024-02-10
1313,login,2024-02-18
1313,start_lesson,2024-02-16
1314,start_lesson,2024-02-01
1314,payment,2024-02-08
1314,start_lesson,2024-01-25
1314,login,2024-02-11
1315,start_lesson,2024-03-10
1315,start_lesson,2024-02-24
1315,login,2024-03-11
1316,registration,2024-01-27
1317,login,2024-02-18
1317,start_lesson,2024-02-07
1317,login,2024-02-24
1317,start_lesson,2024-02-22
1317,login,2024-02-14
1318,start_lesson,2024-01-19
1318,start_lesson,2024-01-19
1319,login,2024-03-15
1319,start_lesson,2024-03-08
1319,payment,2024-02-28
1319,start_lesson,2024-03-10
1319,start_lesson,2024-03-15
1320,login,2024-03-11
1320,login,2024-03-17
1320,login,2024-03-07
1320,registration,2024-02-29
1320,start_lesson,2024-03-06
1321,payment,2024-01-24
1321,login,2024-02-04
1321,login,2024-01-12
1321,login,2024-01-22
1322,login,2024-01-14
1322,login,2024-01-05
1323,login,2024-02-22
1323,start_lesson,2024-02-01
1323,start_lesson,2024-01-26
1324,registration,2024-01-27
1324,login,2024-02-04
1325,login,2024-02-16
1325,login,2024-03-06
1325,start_lesson,2024-03-09
1325,login,2024-02-23
1326,start_lesson,2024-01-23
1326,start_lesson,2024-01-28
1326,start_lesson,2024-01-08
1327,start_lesson,2024-02-11
1327,start_lesson,2024-01-15
1327,login,2024-01-17
1328,login,2024-02-12
1328,payment,2024-02-26
1328,payment,2024-02-16
1328,login,2024-02-18
1328,login,2024-02-17
1329,login,2024-01-02
1329,login,2024-01-31
1329,login,2024-01-12
1329,payment,2024-01-04
1329,registration,2024-01-12
1330,login,2024-01-27
1330,payment,2024-01-21
1330,payment,2024-02-17
1331,start_lesson,2024-01-02
1331,start_lesson,2024-01-05
1331,login,2024-01-16
1332,start_lesson,2024-02-21
1332,start_lesson,2024-02-13
1333,login,2024-01-18
1334,login,2024-02-15
1334,login,2024-01-18
1334,login,2024-02-14
1335,login,2024-01-15
1336,login,2024-01-18
1336,start_lesson,2024-02-01
1336,login,2024-01-24
1336,login,2024-01-19
1336,payment,2024-01-31
1337,start_lesson,2024-01-26
1337,login,2024-01-29
1337,payment,2024-02-06
1337,login,2024-01-22
1338,login,2024-02-22
1339,login,2024-03-04
1339,login,2024-02-12
1339,start_lesson,2024-03-06
1339,login,2024-03-02
1340,start_lesson,2024-03-09
1340,registration,2024-03-24
1340,login,2024-03-14
1340,login,2024-03-13
1340,login,2024-03-07
1341,registration,2024-02-05
1341,login,2024-02-10
1341,login,2024-02-12
1341,start_lesson,2024-02-10
1341,start_lesson,2024-02-28
1342,registration,2024-01-31
1342,payment,2024-02-25
1342,start_lesson,2024-02-11
1342,start_lesson,2024-02-17
1343,login,2024-02-23
1344,payment,2024-02-18
1344,login,2024-03-01
1345,login,2024-01-09
1345,login,2024-01-13
1345,login,2024-02-04
1346,start_lesson,2024-03-22
1346,payment,2024-03-10
1346,login,2024-03-15
1347,start_lesson,2024-02-17
1348,login,2024-03-16
1349,login,2024-02-06
1349,start_lesson,2024-01-23
1350,payment,2024-03-14
1350,registration,2024-03-12
1350,login,2024-03-03
1350,payment,2024-02-23
1350,login,2024-03-05
1351,login,2024-03-03
1351,login,2024-03-14
1351,login,2024-02-28
1351,start_lesson,2024-03-23
1352,start_lesson,2024-02-01
1352,login,2024-02-09
1352,login,2024-02-03
1352,start_lesson,2024-02-01
1352,payment,2024-01-15
1353,start_lesson,2024-01-10
1353,login,2024-01-15
1354,login,2024-02-22
1354,payment,2024-02-13
1354,login,2024-02-05
1354,start_lesson,2024-02-18
1354,login,2024-02-17
1355,login,2024-01-18
1355,start_lesson,2024-01-13
1355,login,2024-02-09
1355,login,2024-01-16
1356,registration,2024-02-18
1356,start_lesson,2024-02-28
1356,login,2024-02-21
1357,start_lesson,2024-02-25
1357,start_lesson,2024-02-08
1357,start_lesson,2024-02-12
1358,login,2024-01-03
1359,login,2024-02-24
1359,start_lesson,2024-02-18
1359,payment,2024-02-20
1359,login,2024-02-25
1359,start_lesson,2024-02-27
1360,login,2024-02-11
1361,start_lesson,2024-03-26
1361,start_lesson,2024-03-07
1361,login,2024-03-19
1361,start_lesson,2024-03-09
1362,login,2024-02-21
1363,registration,2024-01-11
1363,login,2024-01-22
1363,registration,2024-01-22
1363,registration,2024-01-14
1363,login,2024-01-10
1364,login,2024-01-24
1365,start_lesson,2024-02-21
1365,login,2024-02-28
1365,login,2024-02-21
1365,login,2024-02-27
1366,registration,2024-03-04
1366,registration,2024-02-27
1366,start_lesson,2024-02-16
1366,login,2024-02-07
1367,login,2024-01-17
1368,login,2024-03-19
1368,login,2024-03-25
1368,payment,2024-03-06
1368,login,2024-03-22
1368,login,2024-03-14
1369,start_lesson,2024-02-18
1370,start_lesson,2024-02-15
1370,login,2024-02-18
1370,login,2024-02-10
1370,login,2024-02-17
1370,payment,2024-03-03
1371,login,2024-02-05
1371,login,2024-02-18
1371,login,2024-02-03
1371,registration,2024-02-11
1372,start_lesson,2024-02-27
1372,login,2024-02-26
1373,login,2024-01-08
1373,payment,2024-01-19
1373,login,2024-01-20
1373,start_lesson,2024-01-26
1374,login,2024-02-04
1375,login,2024-03-24
1375,login,2024-03-10
1375,login,2024-03-23
1375,login,2024-03-19
1375,start_lesson,2024-03-19
1376,start_lesson,2024-02-13
1376,start_lesson,2024-02-12
1376,login,2024-01-31
1376,login,2024-02-06
1376,login,2024-02-01
1377,start_lesson,2024-01-30
1378,start_lesson,2024-01-08
1378,start_lesson,2024-01-29
1378,start_lesson,2024-01-04
1379,start_lesson,2024-02-22
1380,login,2024-03-12
1380,start_lesson,2024-02-26
1381,login,2024-02-16
1381,login,2024-03-11
1381,login,2024-03-02
1381,login,2024-03-11
1381,start_lesson,2024-02-11
1382,start_lesson,2024-02-04
1383,payment,2024-02-11
1384,login,2024-02-19
1384,start_lesson,2024-02-09
1384,login,2024-03-06
1384,registration,2024-02-18
1385,login,2024-01-31
1385,start_lesson,2024-01-29
1386,registration,2024-02-11
1386,start_lesson,2024-02-18
1386,login,2024-02-10
1386,login,2024-02-29
1386,start_lesson,2024-02-12
1387,payment,2024-02-27
1387,login,2024-02-14
1387,registration,2024-02-12
1388,start_lesson,2024-01-30
1388,payment,2024-02-05
1388,login,2024-01-27
1389,registration,2024-03-02
1389,login,2024-02-18
1389,start_lesson,2024-02-20
1389,login,2024-02-15
1389,login,2024-02-04
1390,start_lesson,2024-02-24
1390,start_lesson,2024-03-19
1390,payment,2024-03-17
1391,login,2024-03-27
1392,registration,2024-03-01
1393,payment,2024-02-12
1394,login,2024-01-25
1394,login,2024-02-20
1394,login,2024-01-25
1395,start_lesson,2024-01-15
1395,login,2024-01-25
1396,login,2024-02-20
1396,start_lesson,2024-02-20
1396,login,2024-02-05
1396,login,2024-02-05
1397,login,2024-01-31
1397,registration,2024-01-25
1397,login,2024-01-30
1398,login,2024-02-06
1398,start_lesson,2024-02-09
1398,start_lesson,2024-01-29
1398,login,2024-01-25
1398,login,2024-01-17
1399,registration,2024-02-24
1399,registration,2024-02-13
1399,login,2024-02-24
1399,registration,2024-02-08
1400,login,2024-03-02
1400,start_lesson,2024-02-24
1401,payment,2024-03-10
1401,login,2024-03-24
1401,login,2024-03-10
1401,login,2024-02-26
1402,login,2024-01-25
1402,login,2024-01-07
1403,login,2024-02-11
1403,login,2024-02-09
1403,start_lesson,2024-01-18
1403,login,2024-02-04
1403,login,2024-01-20
1404,start_lesson,2024-03-18
1404,start_lesson,2024-03-18
1404,login,2024-02-23
1405,login,2024-02-25
1405,registration,2024-02-14
1405,payment,2024-02-25
1405,login,2024-02-22
1406,login,2024-03-07
1406,start_lesson,2024-02-13
1406,login,2024-02-29
1406,login,2024-02-29
1406,login,2024-02-14
1407,login,2024-03-04
1407,login,2024-03-21
1408,login,2024-02-17
1408,start_lesson,2024-02-14
1409,start_lesson,2024-02-27
1410,login,2024-01-13
1410,login,2024-01-12
1411,login,2024-01-20
1411,payment,2024-01-31
1411,start_lesson,2024-01-07
1411,login,2024-01-17
1411,login,2024-01-19
1412,payment,2024-01-10
1412,registration,2024-01-07
1412,payment,2024-02-02
1413,login,2024-01-12
1413,payment,2024-01-16
1413,start_lesson,2024-02-01
1413,start_lesson,2024-01-15
1413,login,2024-01-07
1414,login,2024-03-11
1414,login,2024-03-21
1414,login,2024-03-20
1414,login,2024-02-21
1414,login,2024-02-22
1415,login,2024-01-26
1415,login,2024-01-25
1415,login,2024-01-26
1415,login,2024-01-11
1415,login,2024-01-14
1416,registration,2024-03-04
1416,login,2024-03-08
1417,login,2024-03-15
1417,start_lesson,2024-03-19
1417,login,2024-03-03
1417,start_lesson,2024-03-08
1418,login,2024-02-01
1418,registration,2024-02-14
1418,registration,2024-02-04
1418,login,2024-02-13
1418,login,2024-01-29
1419,start_lesson,2024-02-18
1420,start_lesson,2024-02-01
1420,start_lesson,2024-02-05
1420,registration,2024-02-01
1420,login,2024-02-08
1420,login,2024-02-24
1421,payment,2024-02-10
1422,login,2024-02-23
1422,payment,2024-03-03
1422,start_lesson,2024-03-11
1423,login,2024-02-24
1423,start_lesson,2024-02-14
1423,login,2024-02-29
1423,login,2024-02-08
1423,start_lesson,2024-02-27
1424,payment,2024-02-22
1425,payment,2024-02-19
1425,login,2024-02-15
1426,login,2024-02-23
1426,start_lesson,2024-02-15
1426,login,2024-02-25
1426,login,2024-02-12
1426,payment,2024-03-01
1427,start_lesson,2024-02-06
1427,registration,2024-02-13
1427,login,2024-02-10
1427,login,2024-02-03
1427,start_lesson,2024-02-12
1428,start_lesson,2024-02-26
1428,start_lesson,2024-02-22
1428,login,2024-02-21
1428,login,2024-02-09
1428,login,2024-02-29
1429,payment,2024-03-17
1429,start_lesson,2024-02-27
1429,payment,2024-03-23
1429,start_lesson,2024-03-22
1429,login,2024-03-11
1430,start_lesson,2024-02-21
1430,start_lesson,2024-02-17
1430,login,2024-02-13
1430,start_lesson,2024-02-15
1431,registration,2024-03-30
1431,login,2024-03-10
1431,login,2024-03-22
1431,login,2024-03-22
1432,login,2024-03-04
1433,login,2024-02-18
1433,payment,2024-02-16
1433,login,2024-02-26
1433,login,2024-02-06
1434,start_lesson,2024-03-08
1434,login,2024-02-24
1435,login,2024-02-10
1436,login,2024-01-25
1436,start_lesson,2024-01-04
1436,login,2024-02-03
1436,payment,2024-01-07
1436,payment,2024-01-17
1437,login,2024-02-15
1437,login,2024-01-25
1437,start_lesson,2024-01-22
1438,login,2024-01-06
1438,payment,2024-01-17
1438,login,2024-01-17
1438,payment,2024-01-17
1439,login,2024-01-24
1439,login,2024-01-19
1439,start_lesson,2024-01-26
1440,login,2024-01-05
1441,login,2024-03-23
1441,start_lesson,2024-03-15
1441,login,2024-03-15
1442,payment,2024-01-27
1442,start_lesson,2024-02-06
1442,login,2024-02-03
1443,login,2024-03-03
1443,payment,2024-02-26
1444,start_lesson,2024-03-16
1445,start_lesson,2024-02-12
1445,login,2024-02-22
1446,login,2024-01-24
1446,login,2024-02-07
1446,login,2024-02-04
1446,start_lesson,2024-01-22
1446,registration,2024-02-05
1447,start_lesson,2024-02-18
1447,registration,2024-02-14
1448,payment,2024-02-25
1448,start_lesson,2024-03-16
1448,login,2024-02-16
1448,login,2024-03-09
1448,login,2024-02-29
1449,login,2024-02-29
1449,start_lesson,2024-02-05
1449,login,2024-02-18
1449,login,2024-02-19
1450,login,2024-02-22
1450,start_lesson,2024-02-16
1450,login,2024-02-29
1451,start_lesson,2024-02-07
1451,start_lesson,2024-01-24
1451,payment,2024-01-28
1451,login,2024-01-27
1451,start_lesson,2024-02-01
1452,start_lesson,2024-03-22
1453,start_lesson,2024-03-01
1453,start_lesson,2024-03-22
1453,login,2024-03-17
1454,login,2024-02-04
1454,login,2024-02-07
1454,start_lesson,2024-01-22
1454,login,2024-01-29
1454,login,2024-02-10
1455,login,2024-02-10
1456,login,2024-01-30
1456,start_lesson,2024-01-09
1456,start_lesson,2024-01-17
1457,login,2024-01-05
1457,login,2024-01-19
1457,login,2024-01-10
1457,login,2024-01-11
1458,login,2024-02-18
1458,start_lesson,2024-02-27
1459,login,2024-02-18
1459,login,2024-02-19
1459,login,2024-02-25
1460,start_lesson,2024-01-09
1460,login,2024-01-21
1461,login,2024-01-23
1461,registration,2024-01-23
1461,start_lesson,2024-01-15
1461,login,2024-01-27
1462,start_lesson,2024-02-16
1463,start_lesson,2024-01-10
1463,registration,2024-01-09
1463,login,2024-01-17
1463,start_lesson,2024-01-20
1463,login,2024-01-26
1464,login,2024-02-01
1464,registration,2024-02-11
1464,login,2024-01-28
1464,payment,2024-02-24
1465,login,2024-02-01
1465,login,2024-02-23
1465,login,2024-02-16
1465,login,2024-01-31
1466,login,2024-02-28
1466,start_lesson,2024-03-21
1467,login,2024-03-10
1467,login,2024-02-20
1467,login,2024-03-02
1467,start_lesson,2024-03-05
1468,login,2024-02-27
1468,start_lesson,2024-02-05
1469,login,2024-02-24
1469,start_lesson,2024-03-01
1469,login,2024-03-06
1469,registration,2024-02-21
1469,login,2024-02-24
1470,start_lesson,2024-02-21
1470,start_lesson,2024-02-06
1470,login,2024-02-19
1470,start_lesson,2024-02-17
1471,start_lesson,2024-02-19
1471,login,2024-02-20
1472,payment,2024-02-26
1472,login,2024-01-29
1473,login,2024-02-04
1474,login,2024-02-18
1474,login,2024-01-27
1474,registration,2024-02-17
1474,login,2024-02-09
1475,start_lesson,2024-01-25
1476,payment,2024-01-12
1476,login,2024-01-19
1476,start_lesson,2024-01-17
1477,login,2024-03-02
1478,login,2024-02-28
1479,start_lesson,2024-01-28
1480,login,2024-01-19
1481,login,2024-01-30
1481,login,2024-02-06
1481,payment,2024-02-09
1481,payment,2024-01-31
1482,start_lesson,2024-03-07
1482,start_lesson,2024-02-18
1482,start_lesson,2024-03-07
1483,login,2024-02-22
1483,payment,2024-02-09
1483,payment,2024-02-10
1484,login,2024-02-25
1484,login,2024-03-07
1484,start_lesson,2024-02-19
1484,payment,2024-02-20
1484,login,2024-02-24
1485,registration,2024-02-25
1485,start_lesson,2024-03-10
1485,start_lesson,2024-02-12
1485,start_lesson,2024-02-20
1485,registration,2024-03-13
1486,login,2024-01-17
1486,login,2024-01-12
1487,login,2024-02-04
1488,payment,2024-01-23
1488,start_lesson,2024-01-16
1488,payment,2024-01-19
1488,login,2024-01-17
1489,login,2024-02-29
1489,login,2024-03-04
1490,login,2024-01-21
1490,login,2024-02-09
1491,start_lesson,2024-01-30
1491,start_lesson,2024-02-08
1491,login,2024-01-27
1491,payment,2024-01-26
1491,login,2024-02-05
1492,start_lesson,2024-02-29
1493,payment,2024-03-04
1493,login,2024-02-21
1493,login,2024-02-25
1494,login,2024-02-09
1494,registration,2024-03-03
1494,registration,2024-02-18
1494,registration,2024-03-06
1495,start_lesson,2024-03-14
1496,login,2024-03-01
1496,login,2024-02-23
1497,start_lesson,2024-01-27
1497,login,2024-02-06
1498,login,2024-03-02
1498,registration,2024-02-25
1499,start_lesson,2024-02-28
1499,start_lesson,2024-02-22
1500,login,2024-03-14
1501,start_lesson,2024-01-26
1501,login,2024-01-21
1501,start_lesson,2024-02-01
1501,login,2024-01-20
1501,start_lesson,2024-01-30
1502,login,2024-01-14
1502,login,2024-01-30
1503,login,2024-03-13
1503,login,2024-02-27
1504,start_lesson,2024-02-18
1504,start_lesson,2024-02-18
1504,login,2024-02-11
1504,start_lesson,2024-03-04
1505,start_lesson,2024-01-26
1505,start_lesson,2024-01-21
1505,login,2024-02-04
1505,login,2024-01-13
1505,start_lesson,2024-01-08
1506,start_lesson,2024-02-26
1506,login,2024-03-09
1506,login,2024-03-10
