user_id,registration_date,traffic_source,device
887,2024-02-29,ads,desktop
888,2024-02-06,organic,desktop
889,2024-02-05,social,desktop
890,2024-02-04,organic,desktop
891,2024-01-19,referral,mobile
892,2024-01-20,ads,desktop
893,2024-02-26,organic,desktop
894,2024-01-18,ads,desktop
895,2024-02-16,organic,desktop
896,2024-02-10,referral,mobile
897,2024-02-18,referral,mobile
898,2024-01-14,ads,desktop
899,2024-01-15,referral,desktop
900,2024-01-31,social,desktop
901,2024-01-01,organic,mobile
902,2024-02-22,referral,mobile
903,2024-02-23,social,mobile
904,2024-02-23,ads,mobile
905,2024-01-03,social,desktop
906,2024-01-16,ads,mobile
907,2024-01-23,ads,mobile
908,2024-02-26,organic,desktop
909,2024-01-11,organic,desktop
910,2024-01-12,social,mobile
911,2024-01-10,organic,mobile
912,2024-02-01,organic,mobile
913,2024-01-16,organic,mobile
914,2024-01-08,social,desktop
915,2024-02-07,referral,desktop
916,2024-01-12,organic,mobile
917,2024-01-24,organic,mobile
918,2024-01-28,social,mobile
919,2024-02-22,referral,mobile
920,2024-01-08,organic,mobile
921,2024-02-27,ads,desktop
922,2024-01-28,social,desktop
923,2024-02-05,organic,desktop
924,2024-01-26,organic,mobile
925,2024-01-08,ads,mobile
926,2024-02-27,ads,desktop
927,2024-02-29,social,desktop
928,2024-02-19,social,mobile
929,2024-01-28,ads,desktop
930,2024-01-28,social,mobile
931,2024-02-06,ads,mobile
932,2024-02-10,organic,desktop
933,2024-02-05,ads,desktop
934,2024-01-27,ads,desktop
935,2024-02-23,referral,mobile
936,2024-01-17,ads,mobile
937,2024-01-09,ads,desktop
938,2024-02-02,referral,mobile
939,2024-02-22,social,mobile
940,2024-01-20,referral,mobile
941,2024-01-13,organic,desktop
942,2024-01-28,referral,mobile
943,2024-02-17,organic,desktop
944,2024-01-29,social,desktop
945,2024-01-13,referral,mobile
946,2024-02-15,referral,desktop
947,2024-02-04,social,mobile
948,2024-03-01,organic,desktop
949,2024-01-06,referral,desktop
950,2024-01-18,organic,mobile
951,2024-02-20,referral,desktop
952,2024-01-05,ads,desktop
953,2024-02-16,referral,desktop
954,2024-01-25,social,mobile
955,2024-01-02,social,mobile
956,2024-01-10,organic,desktop
957,2024-02-25,referral,desktop
958,2024-01-30,organic,desktop
959,2024-02-19,organic,mobile
960,2024-02-28,ads,mobile
961,2024-02-14,ads,desktop
962,2024-01-05,social,mobile
963,2024-02-24,organic,mobile
964,2024-02-25,social,mobile
965,2024-02-02,referral,mobile
966,2024-02-23,organic,desktop
967,2024-01-01,organic,mobile
968,2024-01-18,referral,mobile
969,2024-02-01,referral,desktop
970,2024-02-16,social,desktop
971,2024-02-18,social,mobile
972,2024-01-11,referral,mobile
973,2024-01-21,social,desktop
974,2024-01-26,referral,desktop
975,2024-01-25,organic,desktop
976,2024-01-22,organic,mobile
977,2024-02-28,ads,mobile
978,2024-01-27,organic,desktop
979,2024-02-18,referral,mobile
980,2024-01-13,social,desktop
981,2024-02-02,ads,mobile
982,2024-02-03,social,desktop
983,2024-02-10,referral,desktop
984,2024-02-04,organic,mobile
985,2024-01-01,ads,mobile
986,2024-01-21,referral,mobile
987,2024-02-17,ads,mobile
988,2024-02-24,ads,mobile
989,2024-01-06,organic,mobile
990,2024-01-28,referral,desktop
991,2024-01-17,social,mobile
992,2024-01-05,ads,desktop
993,2024-01-31,ads,desktop
994,2024-01-05,social,mobile
995,2024-02-07,referral,desktop
996,2024-01-03,ads,desktop
997,2024-02-22,ads,mobile
998,2024-01-23,ads,mobile
999,2024-02-06,referral,mobile
1000,2024-02-22,referral,desktop
1001,2024-02-06,social,mobile
1002,2024-01-10,referral,mobile
1003,2024-01-10,referral,mobile
1004,2024-01-19,organic,mobile
1005,2024-01-17,social,desktop
1006,2024-01-21,ads,mobile
1007,2024-01-14,referral,desktop
1008,2024-01-09,ads,mobile
1009,2024-02-15,ads,desktop
1010,2024-01-01,organic,desktop
1011,2024-02-20,referral,desktop
1012,2024-02-14,social,mobile
1013,2024-01-13,referral,desktop
1014,2024-01-04,ads,mobile
1015,2024-01-01,social,mobile
1016,2024-02-18,referral,mobile
1017,2024-02-09,ads,mobile
1018,2024-02-01,ads,mobile
1019,2024-02-03,organic,desktop
1020,2024-01-28,organic,mobile
1021,2024-01-31,organic,desktop
1022,2024-01-08,ads,desktop
1023,2024-02-08,referral,desktop
1024,2024-01-26,organic,desktop
1025,2024-02-27,referral,desktop
1026,2024-02-03,organic,desktop
1027,2024-02-23,social,desktop
1028,2024-02-23,social,mobile
1029,2024-01-03,organic,desktop
1030,2024-02-28,ads,mobile
1031,2024-02-19,organic,desktop
1032,2024-01-12,organic,desktop
1033,2024-01-01,ads,desktop
1034,2024-02-23,social,desktop
1035,2024-02-13,referral,mobile
1036,2024-01-05,organic,mobile
1037,2024-01-30,ads,mobile
1038,2024-01-30,organic,desktop
1039,2024-02-28,ads,desktop
1040,2024-02-26,referral,desktop
1041,2024-01-17,referral,mobile
1042,2024-02-17,social,desktop
1043,2024-02-16,ads,mobile
1044,2024-01-23,ads,mobile
1045,2024-01-15,social,desktop
1046,2024-02-06,social,desktop
1047,2024-01-21,ads,mobile
1048,2024-01-14,social,mobile
1049,2024-01-02,referral,mobile
1050,2024-01-11,organic,desktop
1051,2024-02-20,referral,desktop
1052,2024-02-08,social,desktop
1053,2024-02-07,ads,desktop
1054,2024-02-29,ads,desktop
1055,2024-02-03,referral,desktop
1056,2024-02-07,ads,mobile
1057,2024-02-19,social,mobile
1058,2024-02-03,referral,mobile
1059,2024-01-18,ads,desktop
1060,2024-01-30,organic,mobile
1061,2024-01-15,organic,desktop
1062,2024-01-27,social,desktop
1063,2024-02-20,ads,mobile
1064,2024-02-03,social,desktop
1065,2024-02-21,referral,mobile
1066,2024-02-26,organic,mobile
1067,2024-02-07,referral,desktop
1068,2024-02-02,ads,mobile
1069,2024-01-24,social,mobile
1070,2024-01-15,social,mobile
1071,2024-02-29,social,mobile
1072,2024-01-30,referral,desktop
1073,2024-02-24,organic,mobile
1074,2024-02-11,referral,mobile
1075,2024-02-20,referral,mobile
1076,2024-01-17,ads,desktop
1077,2024-01-05,ads,mobile
1078,2024-01-29,ads,desktop
1079,2024-01-04,organic,mobile
1080,2024-01-10,organic,mobile
1081,2024-02-25,ads,mobile
1082,2024-01-17,ads,desktop
1083,2024-01-10,organic,desktop
1084,2024-01-17,social,desktop
1085,2024-02-29,organic,desktop
1086,2024-01-20,organic,desktop
1087,2024-01-24,organic,desktop
1088,2024-01-05,ads,mobile
1089,2024-02-03,social,desktop
1090,2024-01-06,organic,mobile
1091,2024-02-22,ads,desktop
1092,2024-01-02,referral,desktop
1093,2024-01-13,referral,desktop
1094,2024-02-12,organic,mobile
1095,2024-02-12,referral,desktop
1096,2024-02-17,social,desktop
1097,2024-01-11,referral,mobile
1098,2024-02-20,referral,mobile
1099,2024-02-16,social,mobile
1100,2024-02-26,organic,mobile
1101,2024-01-23,organic,desktop
1102,2024-02-24,social,mobile
1103,2024-01-16,social,desktop
1104,2024-01-31,social,desktop
1105,2024-01-11,referral,mobile
1106,2024-02-23,social,desktop
1107,2024-01-16,ads,mobile
1108,2024-01-08,referral,desktop
1109,2024-01-04,organic,mobile
1110,2024-02-09,organic,mobile
1111,2024-01-04,organic,mobile
1112,2024-02-25,referral,mobile
1113,2024-01-25,ads,mobile
1114,2024-01-03,social,mobile
1115,2024-02-01,social,desktop
1116,2024-01-03,organic,desktop
1117,2024-01-27,organic,desktop
1118,2024-01-29,referral,mobile
1119,2024-02-01,ads,desktop
1120,2024-02-19,social,mobile
1121,2024-03-01,referral,desktop
1122,2024-02-27,social,desktop
1123,2024-02-20,organic,mobile
1124,2024-01-19,social,desktop
1125,2024-01-21,ads,desktop
1126,2024-01-05,ads,desktop
1127,2024-01-18,organic,mobile
1128,2024-01-28,ads,desktop
1129,2024-02-11,ads,mobile
1130,2024-03-01,referral,desktop
1131,2024-01-22,social,desktop
1132,2024-01-21,organic,desktop
1133,2024-01-06,organic,desktop
1134,2024-01-01,organic,mobile
1135,2024-01-05,organic,desktop
1136,2024-02-10,organic,mobile
1137,2024-01-12,ads,mobile
1138,2024-01-26,referral,desktop
1139,2024-02-15,organic,desktop
1140,2024-02-03,referral,mobile
1141,2024-02-18,referral,mobile
1142,2024-01-14,ads,desktop
1143,2024-01-26,organic,desktop
1144,2024-02-14,ads,desktop
1145,2024-01-27,organic,desktop
1146,2024-01-09,ads,desktop
1147,2024-01-26,referral,mobile
1148,2024-02-26,organic,desktop
1149,2024-02-16,social,desktop
1150,2024-02-26,referral,mobile
1151,2024-01-22,social,desktop
1152,2024-02-16,referral,desktop
1153,2024-02-25,ads,mobile
1154,2024-01-30,organic,desktop
1155,2024-02-12,referral,mobile
1156,2024-02-17,ads,desktop
1157,2024-03-01,organic,desktop
1158,2024-01-17,organic,desktop
1159,2024-01-26,referral,mobile
1160,2024-02-05,organic,mobile
1161,2024-01-01,referral,mobile
1162,2024-01-08,organic,mobile
1163,2024-02-18,social,desktop
1164,2024-02-04,ads,mobile
1165,2024-03-01,social,mobile
1166,2024-02-21,referral,mobile
1167,2024-01-15,social,desktop
1168,2024-02-16,referral,desktop
1169,2024-02-25,organic,mobile
1170,2024-01-22,organic,mobile
1171,2024-01-14,referral,desktop
1172,2024-01-26,social,mobile
1173,2024-01-28,organic,mobile
1174,2024-01-23,ads,mobile
1175,2024-01-14,organic,mobile
1176,2024-01-24,ads,desktop
1177,2024-01-02,social,desktop
1178,2024-02-14,ads,desktop
1179,2024-01-26,ads,mobile
1180,2024-01-14,ads,mobile
1181,2024-02-28,ads,desktop
1182,2024-02-25,organic,desktop
1183,2024-02-20,ads,desktop
1184,2024-01-07,organic,mobile
1185,2024-01-03,ads,desktop
1186,2024-02-16,referral,mobile
1187,2024-01-23,social,mobile
1188,2024-02-15,ads,desktop
1189,2024-02-12,referral,desktop
1190,2024-02-16,ads,mobile
1191,2024-02-29,ads,desktop
1192,2024-02-14,ads,desktop
1193,2024-01-18,referral,mobile
1194,2024-02-27,social,mobile
1195,2024-02-07,referral,mobile
1196,2024-02-04,social,mobile
1197,2024-02-20,ads,mobile
1198,2024-01-15,organic,desktop
1199,2024-01-25,ads,mobile
1200,2024-02-24,social,mobile
1201,2024-02-06,referral,mobile
1202,2024-01-28,ads,desktop
1203,2024-01-10,referral,mobile
1204,2024-02-08,referral,mobile
1205,2024-02-26,referral,mobile
1206,2024-01-17,ads,desktop
1207,2024-02-08,referral,mobile
1208,2024-01-22,referral,mobile
1209,2024-01-26,ads,mobile
1210,2024-02-13,referral,desktop
1211,2024-01-25,ads,desktop
1212,2024-01-17,social,desktop
1213,2024-01-13,social,desktop
1214,2024-01-20,social,mobile
1215,2024-01-25,referral,mobile
1216,2024-01-04,organic,desktop
1217,2024-01-10,organic,desktop
1218,2024-01-03,referral,mobile
1219,2024-02-10,organic,mobile
1220,2024-02-14,ads,desktop
1221,2024-01-18,organic,desktop
1222,2024-02-16,referral,desktop
1223,2024-02-05,referral,desktop
1224,2024-02-16,ads,mobile
1225,2024-01-22,social,desktop
1226,2024-02-03,referral,desktop
1227,2024-02-16,ads,mobile
1228,2024-01-08,organic,mobile
1229,2024-02-09,organic,mobile
1230,2024-02-18,ads,mobile
1231,2024-02-13,ads,mobile
1232,2024-01-19,referral,desktop
1233,2024-02-11,organic,desktop
1234,2024-02-10,ads,desktop
1235,2024-02-06,organic,mobile
1236,2024-01-06,ads,desktop
1237,2024-02-21,organic,mobile
1238,2024-01-26,social,desktop
1239,2024-02-03,referral,desktop
1240,2024-02-28,organic,mobile
1241,2024-02-25,social,mobile
1242,2024-02-28,organic,desktop
1243,2024-02-14,organic,desktop
1244,2024-01-06,social,desktop
1245,2024-02-06,organic,desktop
1246,2024-02-26,organic,desktop
1247,2024-02-02,referral,mobile
1248,2024-02-22,social,mobile
1249,2024-01-22,social,mobile
1250,2024-01-21,ads,mobile
1251,2024-01-06,organic,desktop
1252,2024-01-06,referral,desktop
1253,2024-02-24,organic,mobile
1254,2024-02-17,organic,desktop
1255,2024-01-04,ads,mobile
1256,2024-01-30,organic,desktop
1257,2024-01-11,referral,desktop
1258,2024-01-30,referral,desktop
1259,2024-01-31,ads,mobile
1260,2024-01-24,organic,mobile
1261,2024-02-24,referral,mobile
1262,2024-01-09,organic,mobile
1263,2024-02-24,organic,desktop
1264,2024-01-03,organic,desktop
1265,2024-02-20,ads,desktop
1266,2024-01-31,organic,desktop
1267,2024-02-09,referral,mobile
1268,2024-02-06,organic,desktop
1269,2024-02-05,referral,desktop
1270,2024-01-24,organic,desktop
1271,2024-01-31,referral,mobile
1272,2024-01-06,referral,mobile
1273,2024-01-02,organic,mobile
1274,2024-01-20,organic,desktop
1275,2024-01-28,referral,mobile
1276,2024-01-11,social,desktop
1277,2024-01-04,ads,desktop
1278,2024-01-15,social,desktop
1279,2024-01-06,social,mobile
1280,2024-02-23,organic,mobile
1281,2024-02-18,ads,desktop
1282,2024-01-30,social,desktop
1283,2024-02-25,organic,mobile
1284,2024-02-07,social,mobile
1285,2024-02-20,social,mobile
1286,2024-02-26,organic,desktop
1287,2024-01-02,organic,desktop
1288,2024-01-15,organic,desktop
1289,2024-01-11,ads,mobile
1290,2024-01-08,social,mobile
1291,2024-01-26,organic,mobile
1292,2024-02-20,referral,desktop
1293,2024-02-14,social,desktop
1294,2024-02-13,referral,mobile
1295,2024-01-05,ads,desktop
1296,2024-01-06,organic,mobile
1297,2024-01-26,referral,desktop
1298,2024-02-23,ads,mobile
1299,2024-01-04,organic,desktop
1300,2024-01-19,referral,desktop
1301,2024-01-20,referral,mobile
1302,2024-02-02,ads,mobile
1303,2024-01-20,organic,mobile
1304,2024-02-18,organic,mobile
1305,2024-01-12,referral,mobile
1306,2024-02-16,referral,desktop
1307,2024-01-01,referral,mobile
1308,2024-01-26,organic,mobile
1309,2024-01-14,ads,mobile
1310,2024-02-07,ads,desktop
1311,2024-02-06,organic,mobile
1312,2024-01-11,social,mobile
1313,2024-02-05,ads,mobile
1314,2024-01-13,referral,desktop
1315,2024-02-12,social,desktop
1316,2024-01-03,social,mobile
1317,2024-02-02,ads,desktop
1318,2024-01-06,social,mobile
1319,2024-02-19,social,desktop
1320,2024-02-25,ads,mobile
1321,2024-01-10,ads,desktop
1322,2024-01-05,social,mobile
1323,2024-01-23,referral,mobile
1324,2024-01-10,organic,desktop
1325,2024-02-13,social,mobile
1326,2024-01-02,social,mobile
1327,2024-01-13,referral,mobile
1328,2024-02-09,social,mobile
1329,2024-01-02,social,desktop
1330,2024-01-20,organic,mobile
1331,2024-01-01,organic,desktop
1332,2024-02-06,organic,desktop
1333,2024-01-09,ads,desktop
1334,2024-01-17,ads,desktop
1335,2024-01-09,organic,mobile
1336,2024-01-11,organic,mobile
1337,2024-01-15,ads,desktop
1338,2024-01-24,referral,mobile
1339,2024-02-07,social,desktop
1340,2024-02-24,social,mobile
1341,2024-02-04,organic,mobile
1342,2024-01-30,referral,mobile
1343,2024-01-31,ads,desktop
1344,2024-02-18,organic,desktop
1345,2024-01-05,referral,mobile
1346,2024-02-29,referral,desktop
1347,2024-02-13,referral,desktop
1348,2024-02-19,ads,mobile
1349,2024-01-14,ads,desktop
1350,2024-02-22,social,mobile
1351,2024-02-25,social,mobile
1352,2024-01-11,referral,mobile
1353,2024-01-09,referral,desktop
1354,2024-02-03,ads,mobile
1355,2024-01-12,social,mobile
1356,2024-02-04,referral,desktop
1357,2024-02-04,social,desktop
1358,2024-01-01,social,desktop
1359,2024-02-09,referral,desktop
1360,2024-01-22,ads,mobile
1361,2024-02-29,referral,desktop
1362,2024-01-29,referral,desktop
1363,2024-01-08,social,desktop
1364,2024-01-11,referral,desktop
1365,2024-02-10,ads,mobile
1366,2024-02-06,referral,desktop
1367,2024-01-14,ads,mobile
1368,2024-02-29,ads,desktop
1369,2024-01-30,social,mobile
1370,2024-02-04,organic,mobile
1371,2024-01-21,organic,desktop
1372,2024-02-06,social,mobile
1373,2024-01-05,referral,desktop
1374,2024-01-19,social,mobile
1375,2024-02-28,ads,mobile
1376,2024-01-14,organic,mobile
1377,2024-01-26,social,desktop
1378,2024-01-04,referral,mobile
1379,2024-01-25,social,desktop
1380,2024-02-14,organic,mobile
1381,2024-02-11,social,mobile
1382,2024-01-25,social,mobile
1383,2024-01-18,organic,mobile
1384,2024-02-09,ads,mobile
1385,2024-01-08,ads,mobile
1386,2024-02-08,organic,desktop
1387,2024-02-09,social,desktop
1388,2024-01-14,organic,desktop
1389,2024-02-01,ads,mobile
1390,2024-02-20,referral,desktop
1391,2024-03-01,social,mobile
1392,2024-02-07,ads,desktop
1393,2024-02-02,social,desktop
1394,2024-01-23,organic,mobile
1395,2024-01-15,referral,mobile
1396,2024-02-02,organic,desktop
1397,2024-01-25,referral,desktop
1398,2024-01-17,social,desktop
1399,2024-02-02,social,desktop
1400,2024-02-16,organic,mobile
1401,2024-02-24,referral,desktop
1402,2024-01-02,referral,mobile
1403,2024-01-14,social,mobile
1404,2024-02-22,organic,desktop
1405,2024-02-09,referral,mobile
1406,2024-02-09,social,desktop
1407,2024-02-20,ads,mobile
1408,2024-02-08,organic,mobile
1409,2024-02-20,ads,desktop
1410,2024-01-06,organic,mobile
1411,2024-01-06,social,mobile
1412,2024-01-03,referral,desktop
1413,2024-01-07,referral,mobile
1414,2024-02-20,referral,mobile
1415,2024-01-08,organic,desktop
1416,2024-02-11,social,desktop
1417,2024-02-21,ads,mobile
1418,2024-01-15,social,mobile
1419,2024-02-16,ads,mobile
1420,2024-01-29,organic,desktop
1421,2024-02-02,organic,mobile
1422,2024-02-21,ads,mobile
1423,2024-01-30,ads,mobile
1424,2024-02-08,ads,mobile
1425,2024-01-27,social,mobile
1426,2024-02-05,ads,mobile
1427,2024-01-29,organic,desktop
1428,2024-02-07,organic,desktop
1429,2024-02-26,referral,mobile
1430,2024-02-02,ads,mobile
1431,2024-03-01,social,desktop
1432,2024-02-06,social,desktop
1433,2024-01-27,social,desktop
1434,2024-02-24,referral,mobile
1435,2024-02-02,organic,mobile
1436,2024-01-04,social,mobile
1437,2024-01-22,organic,mobile
1438,2024-01-02,referral,desktop
1439,2024-01-10,ads,desktop
1440,2024-01-05,ads,desktop
1441,2024-02-28,ads,desktop
1442,2024-01-10,social,mobile
1443,2024-02-02,ads,mobile
1444,2024-02-23,social,desktop
1445,2024-02-07,referral,desktop
1446,2024-01-13,referral,desktop
1447,2024-01-31,social,desktop
1448,2024-02-16,organic,desktop
1449,2024-02-05,ads,mobile
1450,2024-02-14,ads,mobile
1451,2024-01-24,ads,desktop
1452,2024-02-21,social,desktop
1453,2024-02-25,referral,desktop
1454,2024-01-15,ads,mobile
1455,2024-01-29,referral,mobile
1456,2024-01-08,ads,mobile
1457,2024-01-05,ads,desktop
1458,2024-01-29,social,mobile
1459,2024-02-16,organic,desktop
1460,2024-01-04,social,mobile
1461,2024-01-12,ads,mobile
1462,2024-02-14,ads,mobile
1463,2024-01-02,organic,desktop
1464,2024-01-27,referral,desktop
1465,2024-01-31,referral,mobile
1466,2024-02-20,ads,desktop
1467,2024-02-20,referral,desktop
1468,2024-02-05,ads,desktop
1469,2024-02-05,organic,desktop
1470,2024-01-26,organic,desktop
1471,2024-02-12,ads,desktop
1472,2024-01-27,organic,desktop
1473,2024-01-05,social,mobile
1474,2024-01-20,social,desktop
1475,2024-01-11,organic,desktop
1476,2024-01-10,ads,mobile
1477,2024-02-09,ads,mobile
1478,2024-02-07,organic,mobile
1479,2024-01-06,referral,mobile
1480,2024-01-08,social,desktop
1481,2024-01-23,referral,mobile
1482,2024-02-16,ads,mobile
1483,2024-01-26,ads,desktop
1484,2024-02-15,referral,desktop
1485,2024-02-12,organic,desktop
1486,2024-01-12,referral,mobile
1487,2024-01-26,referral,desktop
1488,2024-01-13,social,mobile
1489,2024-02-09,social,desktop
1490,2024-01-18,referral,desktop
1491,2024-01-25,referral,mobile
1492,2024-02-02,ads,desktop
1493,2024-02-16,social,desktop
1494,2024-02-09,social,desktop
1495,2024-02-29,ads,desktop
1496,2024-02-12,organic,desktop
1497,2024-01-12,social,mobile
1498,2024-02-13,social,mobile
1499,2024-02-05,organic,desktop
1500,2024-02-17,social,mobile
1501,2024-01-04,social,mobile
1502,2024-01-05,organic,mobile
1503,2024-02-25,organic,desktop
1504,2024-02-06,referral,desktop
1505,2024-01-08,ads,desktop
1506,2024-02-11,ads,mobile
1507,2024-02-18,organic,mobile
1508,2024-01-28,organic,desktop
1509,2024-01-31,social,desktop
1510,2024-02-27,referral,mobile
1511,2024-01-09,referral,mobile
1512,2024-02-23,organic,desktop
1513,2024-02-20,social,mobile
1514,2024-01-29,social,mobile
1515,2024-01-14,ads,mobile
1516,2024-02-09,ads,mobile
1517,2024-02-10,social,mobile
1518,2024-01-22,ads,mobile
1519,2024-01-11,organic,mobile
1520,2024-01-23,social,desktop
1521,2024-01-01,ads,desktop
1522,2024-02-15,referral,mobile
1523,2024-02-06,social,mobile
1524,2024-01-21,social,mobile
1525,2024-01-26,referral,desktop
1526,2024-02-15,organic,desktop
1527,2024-02-05,referral,mobile
1528,2024-02-23,social,desktop
1529,2024-01-23,organic,mobile
1530,2024-02-26,ads,mobile
1531,2024-01-01,ads,mobile
1532,2024-02-23,ads,mobile
1533,2024-02-24,social,mobile
1534,2024-02-20,referral,mobile
1535,2024-02-09,organic,mobile
1536,2024-01-15,ads,desktop
1537,2024-01-21,organic,mobile
1538,2024-02-16,social,desktop
1539,2024-01-09,ads,mobile
1540,2024-02-22,social,mobile
1541,2024-01-09,referral,desktop
1542,2024-01-10,social,desktop
1543,2024-02-21,social,mobile
1544,2024-02-26,referral,desktop
1545,2024-02-22,organic,mobile
1546,2024-01-26,referral,mobile
1547,2024-02-10,referral,desktop
1548,2024-02-04,social,desktop
1549,2024-02-21,organic,desktop
1550,2024-01-25,ads,desktop
1551,2024-01-26,referral,mobile
1552,2024-01-11,organic,desktop
1553,2024-02-07,referral,desktop
1554,2024-01-02,referral,desktop
1555,2024-01-07,referral,desktop
1556,2024-01-18,referral,desktop
1557,2024-01-27,social,mobile
1558,2024-02-03,organic,mobile
1559,2024-01-27,organic,desktop
1560,2024-01-17,organic,desktop
1561,2024-02-12,referral,mobile
1562,2024-02-28,social,desktop
1563,2024-02-13,referral,mobile
1564,2024-02-28,referral,mobile
1565,2024-02-20,organic,desktop
1566,2024-02-23,referral,mobile
1567,2024-01-24,ads,desktop
1568,2024-01-25,referral,desktop
1569,2024-01-07,ads,mobile
1570,2024-02-21,referral,mobile
1571,2024-01-06,social,desktop
1572,2024-02-22,social,mobile
1573,2024-01-24,organic,desktop
1574,2024-02-02,referral,mobile
1575,2024-02-18,ads,mobile
1576,2024-01-29,ads,desktop
1577,2024-02-12,referral,desktop
1578,2024-01-22,ads,desktop
1579,2024-01-26,social,mobile
1580,2024-01-28,ads,desktop
1581,2024-02-19,organic,desktop
1582,2024-01-21,social,mobile
1583,2024-02-18,social,mobile
1584,2024-01-07,social,desktop
1585,2024-01-17,referral,desktop
1586,2024-01-20,referral,desktop
1587,2024-02-10,social,desktop
1588,2024-02-18,referral,mobile
1589,2024-01-20,ads,mobile
1590,2024-02-23,referral,desktop
1591,2024-01-22,referral,desktop
1592,2024-01-28,social,desktop
1593,2024-03-01,organic,mobile
1594,2024-02-09,organic,desktop
1595,2024-02-18,organic,desktop
1596,2024-01-07,ads,mobile
1597,2024-01-01,referral,mobile
1598,2024-02-01,organic,desktop
1599,2024-01-13,social,desktop
1600,2024-01-30,organic,mobile
1601,2024-01-23,organic,desktop
1602,2024-02-20,referral,desktop
1603,2024-02-28,referral,mobile
1604,2024-02-25,referral,mobile
1605,2024-01-19,ads,mobile
1606,2024-02-01,ads,desktop
1607,2024-01-30,organic,mobile
1608,2024-01-29,referral,mobile
1609,2024-02-18,organic,desktop
1610,2024-02-14,social,desktop
1611,2024-01-29,social,mobile
1612,2024-01-30,referral,mobile
1613,2024-01-16,referral,desktop
1614,2024-02-09,social,desktop
1615,2024-01-19,referral,mobile
1616,2024-01-18,ads,mobile
1617,2024-01-01,ads,desktop
1618,2024-01-14,referral,mobile
1619,2024-02-20,social,desktop
1620,2024-02-16,organic,mobile
1621,2024-02-19,referral,desktop
1622,2024-01-02,referral,desktop
1623,2024-02-23,organic,mobile
1624,2024-01-28,referral,mobile
1625,2024-02-18,organic,desktop
1626,2024-02-19,social,mobile
1627,2024-01-30,ads,mobile
1628,2024-02-07,social,mobile
1629,2024-02-20,ads,desktop
1630,2024-01-04,organic,mobile
1631,2024-01-01,ads,mobile
1632,2024-01-08,social,desktop
1633,2024-01-29,ads,mobile
1634,2024-02-24,organic,mobile
1635,2024-02-08,ads,desktop
1636,2024-01-03,referral,desktop
1637,2024-02-01,social,mobile
1638,2024-01-10,referral,mobile
1639,2024-01-10,organic,desktop
1640,2024-01-19,ads,desktop
1641,2024-02-15,referral,mobile
1642,2024-02-03,referral,mobile
1643,2024-02-29,ads,mobile
1644,2024-02-02,ads,desktop
1645,2024-01-23,social,mobile
1646,2024-02-24,referral,desktop
1647,2024-01-28,referral,desktop
1648,2024-02-01,organic,desktop
1649,2024-02-19,social,mobile
1650,2024-01-07,organic,mobile
1651,2024-01-29,referral,mobile
1652,2024-01-08,organic,desktop
1653,2024-01-01,referral,mobile
1654,2024-02-26,referral,desktop
1655,2024-02-24,organic,desktop
1656,2024-01-03,organic,desktop
1657,2024-01-24,ads,desktop
1658,2024-01-23,ads,desktop
1659,2024-02-28,ads,desktop
1660,2024-03-01,referral,mobile
1661,2024-01-08,organic,desktop
1662,2024-02-23,social,mobile
1663,2024-02-26,referral,desktop
1664,2024-02-16,social,mobile
1665,2024-02-06,organic,mobile
1666,2024-01-03,referral,mobile
1667,2024-02-20,social,mobile
1668,2024-02-02,social,desktop
1669,2024-01-28,ads,desktop
1670,2024-02-16,ads,desktop
1671,2024-01-08,ads,desktop
1672,2024-02-03,referral,mobile
1673,2024-02-04,organic,mobile
1674,2024-02-01,organic,mobile
1675,2024-01-24,ads,desktop
1676,2024-01-14,ads,mobile
1677,2024-02-01,ads,desktop
1678,2024-02-25,social,mobile
1679,2024-02-15,ads,mobile
1680,2024-02-12,social,mobile
1681,2024-01-16,organic,mobile
1682,2024-01-04,referral,mobile
1683,2024-02-21,referral,desktop
1684,2024-02-06,referral,mobile
1685,2024-02-23,referral,desktop
1686,2024-01-21,social,desktop
1687,2024-01-14,social,desktop
1688,2024-01-31,ads,desktop
1689,2024-02-24,social,desktop
1690,2024-02-17,ads,desktop
1691,2024-01-18,ads,desktop
1692,2024-01-07,referral,desktop
1693,2024-01-10,social,mobile
1694,2024-01-07,social,mobile
1695,2024-02-02,ads,desktop
1696,2024-01-23,ads,desktop
1697,2024-01-21,organic,desktop
1698,2024-01-19,organic,mobile
1699,2024-02-17,ads,mobile
1700,2024-03-01,organic,desktop
1701,2024-01-19,organic,desktop
1702,2024-02-05,ads,mobile
1703,2024-01-29,ads,mobile
1704,2024-02-29,social,desktop
1705,2024-01-18,ads,desktop
1706,2024-01-02,ads,desktop
1707,2024-01-01,referral,desktop
1708,2024-02-16,social,mobile
1709,2024-01-05,social,mobile
1710,2024-01-20,social,desktop
1711,2024-01-11,referral,desktop
1712,2024-02-11,ads,desktop
1713,2024-01-02,social,mobile
1714,2024-01-03,social,desktop
1715,2024-01-23,organic,desktop
1716,2024-02-24,social,desktop
1717,2024-01-12,ads,mobile
1718,2024-01-20,ads,desktop
1719,2024-01-05,organic,mobile
1720,2024-02-06,social,desktop
1721,2024-02-07,social,desktop
1722,2024-01-30,social,desktop
1723,2024-01-09,referral,mobile
1724,2024-02-03,social,desktop
1725,2024-02-22,ads,desktop
1726,2024-02-13,ads,mobile
