user_id,event_type,event_date,lesson_id,lesson_date
1277,start_lesson,2024-01-05,608,2024-01-05
1278,start_lesson,2024-01-21,712,2024-01-21
1279,start_lesson,2024-01-14,773,2024-01-14
1279,start_lesson,2024-01-26,750,2024-01-26
1280,start_lesson,2024-03-15,987,2024-03-15
1281,start_lesson,2024-02-19,699,2024-02-19
1282,start_lesson,2024-02-05,528,2024-02-05
1282,start_lesson,2024-02-09,136,2024-02-09
1283,start_lesson,2024-03-20,506,2024-03-20
1283,start_lesson,2024-03-26,523,2024-03-26
1284,start_lesson,2024-02-09,782,2024-02-09
1288,start_lesson,2024-02-08,871,2024-02-08
1289,start_lesson,2024-02-05,437,2024-02-05
1291,start_lesson,2024-02-19,370,2024-02-19
1292,start_lesson,2024-03-09,866,2024-03-09
1293,start_lesson,2024-02-29,751,2024-02-29
1298,start_lesson,2024-03-21,679,2024-03-21
1298,start_lesson,2024-03-04,679,2024-03-04
1298,start_lesson,2024-03-09,780,2024-03-09
1298,start_lesson,2024-02-23,716,2024-02-23
1300,start_lesson,2024-01-23,561,2024-01-23
1300,start_lesson,2024-02-03,414,2024-02-03
1301,start_lesson,2024-01-28,157,2024-01-28
1303,start_lesson,2024-02-12,475,2024-02-12
1309,start_lesson,2024-01-31,798,2024-01-31
1310,start_lesson,2024-02-09,555,2024-02-09
1313,start_lesson,2024-02-16,506,2024-02-16
1314,start_lesson,2024-02-01,484,2024-02-01
1314,start_lesson,2024-01-25,155,2024-01-25
1315,start_lesson,2024-03-10,558,2024-03-10
1315,start_lesson,2024-02-24,574,2024-02-24
1317,start_lesson,2024-02-07,615,2024-02-07
1317,start_lesson,2024-02-22,896,2024-02-22
1318,start_lesson,2024-01-19,116,2024-01-19
1318,start_lesson,2024-01-19,532,2024-01-19
1319,start_lesson,2024-03-08,336,2024-03-08
1319,start_lesson,2024-03-10,406,2024-03-10
1319,start_lesson,2024-03-15,861,2024-03-15
1320,start_lesson,2024-03-06,532,2024-03-06
1323,start_lesson,2024-02-01,123,2024-02-01
1323,start_lesson,2024-01-26,399,2024-01-26
1325,start_lesson,2024-03-09,727,2024-03-09
1326,start_lesson,2024-01-23,337,2024-01-23
1326,start_lesson,2024-01-28,780,2024-01-28
1326,start_lesson,2024-01-08,924,2024-01-08
1327,start_lesson,2024-02-11,591,2024-02-11
1327,start_lesson,2024-01-15,387,2024-01-15
1331,start_lesson,2024-01-02,514,2024-01-02
1331,start_lesson,2024-01-05,852,2024-01-05
1332,start_lesson,2024-02-21,499,2024-02-21
1332,start_lesson,2024-02-13,515,2024-02-13
1336,start_lesson,2024-02-01,975,2024-02-01
1337,start_lesson,2024-01-26,909,2024-01-26
1339,start_lesson,2024-03-06,989,2024-03-06
1340,start_lesson,2024-03-09,901,2024-03-09
1341,start_lesson,2024-02-10,582,2024-02-10
1341,start_lesson,2024-02-28,350,2024-02-28
1342,start_lesson,2024-02-11,776,2024-02-11
1342,start_lesson,2024-02-17,499,2024-02-17
1346,start_lesson,2024-03-22,952,2024-03-22
1347,start_lesson,2024-02-17,240,2024-02-17
1349,start_lesson,2024-01-23,477,2024-01-23
1351,start_lesson,2024-03-23,219,2024-03-23
1352,start_lesson,2024-02-01,437,2024-02-01
1352,start_lesson,2024-02-01,549,2024-02-01
1353,start_lesson,2024-01-10,987,2024-01-10
1354,start_lesson,2024-02-18,260,2024-02-18
1355,start_lesson,2024-01-13,204,2024-01-13
1356,start_lesson,2024-02-28,949,2024-02-28
1357,start_lesson,2024-02-25,191,2024-02-25
1357,start_lesson,2024-02-08,584,2024-02-08
1357,start_lesson,2024-02-12,518,2024-02-12
1359,start_lesson,2024-02-18,520,2024-02-18
1359,start_lesson,2024-02-27,815,2024-02-27
1361,start_lesson,2024-03-26,651,2024-03-26
1361,start_lesson,2024-03-07,153,2024-03-07
1361,start_lesson,2024-03-09,700,2024-03-09
1365,start_lesson,2024-02-21,746,2024-02-21
1366,start_lesson,2024-02-16,613,2024-02-16
1369,start_lesson,2024-02-18,196,2024-02-18
1370,start_lesson,2024-02-15,667,2024-02-15
1372,start_lesson,2024-02-27,971,2024-02-27
1373,start_lesson,2024-01-26,735,2024-01-26
1375,start_lesson,2024-03-19,284,2024-03-19
1376,start_lesson,2024-02-13,532,2024-02-13
1376,start_lesson,2024-02-12,570,2024-02-12
1377,start_lesson,2024-01-30,224,2024-01-30
1378,start_lesson,2024-01-08,433,2024-01-08
1378,start_lesson,2024-01-29,363,2024-01-29
1378,start_lesson,2024-01-04,951,2024-01-04
1379,start_lesson,2024-02-22,290,2024-02-22
1380,start_lesson,2024-02-26,949,2024-02-26
1381,start_lesson,2024-02-11,826,2024-02-11
1382,start_lesson,2024-02-04,320,2024-02-04
1384,start_lesson,2024-02-09,298,2024-02-09
1385,start_lesson,2024-01-29,443,2024-01-29
1386,start_lesson,2024-02-18,273,2024-02-18
1386,start_lesson,2024-02-12,316,2024-02-12
1388,start_lesson,2024-01-30,305,2024-01-30
1389,start_lesson,2024-02-20,678,2024-02-20
1390,start_lesson,2024-02-24,472,2024-02-24
1390,start_lesson,2024-03-19,273,2024-03-19
1395,start_lesson,2024-01-15,177,2024-01-15
1396,start_lesson,2024-02-20,422,2024-02-20
1398,start_lesson,2024-02-09,653,2024-02-09
1398,start_lesson,2024-01-29,675,2024-01-29
1400,start_lesson,2024-02-24,483,2024-02-24
1403,start_lesson,2024-01-18,940,2024-01-18
1404,start_lesson,2024-03-18,536,2024-03-18
1404,start_lesson,2024-03-18,298,2024-03-18
1406,start_lesson,2024-02-13,701,2024-02-13
1408,start_lesson,2024-02-14,106,2024-02-14
1409,start_lesson,2024-02-27,362,2024-02-27
1411,start_lesson,2024-01-07,733,2024-01-07
1413,start_lesson,2024-02-01,775,2024-02-01
1413,start_lesson,2024-01-15,727,2024-01-15
1417,start_lesson,2024-03-19,624,2024-03-19
1417,start_lesson,2024-03-08,119,2024-03-08
1419,start_lesson,2024-02-18,812,2024-02-18
1420,start_lesson,2024-02-01,920,2024-02-01
1420,start_lesson,2024-02-05,353,2024-02-05
1422,start_lesson,2024-03-11,697,2024-03-11
1423,start_lesson,2024-02-14,279,2024-02-14
1423,start_lesson,2024-02-27,848,2024-02-27
1426,start_lesson,2024-02-15,452,2024-02-15
1427,start_lesson,2024-02-06,672,2024-02-06
1427,start_lesson,2024-02-12,826,2024-02-12
1428,start_lesson,2024-02-26,992,2024-02-26
1428,start_lesson,2024-02-22,314,2024-02-22
1429,start_lesson,2024-02-27,457,2024-02-27
1429,start_lesson,2024-03-22,983,2024-03-22
1430,start_lesson,2024-02-21,701,2024-02-21
1430,start_lesson,2024-02-17,707,2024-02-17
1430,start_lesson,2024-02-15,672,2024-02-15
1434,start_lesson,2024-03-08,667,2024-03-08
1436,start_lesson,2024-01-04,319,2024-01-04
1437,start_lesson,2024-01-22,705,2024-01-22
1439,start_lesson,2024-01-26,651,2024-01-26
1441,start_lesson,2024-03-15,436,2024-03-15
1442,start_lesson,2024-02-06,418,2024-02-06
1444,start_lesson,2024-03-16,859,2024-03-16
1445,start_lesson,2024-02-12,565,2024-02-12
1446,start_lesson,2024-01-22,828,2024-01-22
1447,start_lesson,2024-02-18,999,2024-02-18
1448,start_lesson,2024-03-16,253,2024-03-16
1449,start_lesson,2024-02-05,450,2024-02-05
1450,start_lesson,2024-02-16,161,2024-02-16
1451,start_lesson,2024-02-07,559,2024-02-07
1451,start_lesson,2024-01-24,339,2024-01-24
1451,start_lesson,2024-02-01,289,2024-02-01
1452,start_lesson,2024-03-22,245,2024-03-22
1453,start_lesson,2024-03-01,621,2024-03-01
1453,start_lesson,2024-03-22,391,2024-03-22
1454,start_lesson,2024-01-22,741,2024-01-22
1456,start_lesson,2024-01-09,159,2024-01-09
1456,start_lesson,2024-01-17,572,2024-01-17
1458,start_lesson,2024-02-27,786,2024-02-27
1460,start_lesson,2024-01-09,172,2024-01-09
1461,start_lesson,2024-01-15,338,2024-01-15
1462,start_lesson,2024-02-16,515,2024-02-16
1463,start_lesson,2024-01-10,278,2024-01-10
1463,start_lesson,2024-01-20,166,2024-01-20
1466,start_lesson,2024-03-21,692,2024-03-21
1467,start_lesson,2024-03-05,176,2024-03-05
1468,start_lesson,2024-02-05,347,2024-02-05
1469,start_lesson,2024-03-01,806,2024-03-01
1470,start_lesson,2024-02-21,167,2024-02-21
1470,start_lesson,2024-02-06,949,2024-02-06
1470,start_lesson,2024-02-17,667,2024-02-17
1471,start_lesson,2024-02-19,198,2024-02-19
1475,start_lesson,2024-01-25,881,2024-01-25
1476,start_lesson,2024-01-17,687,2024-01-17
1479,start_lesson,2024-01-28,942,2024-01-28
1482,start_lesson,2024-03-07,677,2024-03-07
1482,start_lesson,2024-02-18,644,2024-02-18
1482,start_lesson,2024-03-07,880,2024-03-07
1484,start_lesson,2024-02-19,641,2024-02-19
1485,start_lesson,2024-03-10,637,2024-03-10
1485,start_lesson,2024-02-12,981,2024-02-12
1485,start_lesson,2024-02-20,821,2024-02-20
1488,start_lesson,2024-01-16,880,2024-01-16
1491,start_lesson,2024-01-30,423,2024-01-30
1491,start_lesson,2024-02-08,222,2024-02-08
1492,start_lesson,2024-02-29,132,2024-02-29
1495,start_lesson,2024-03-14,754,2024-03-14
1497,start_lesson,2024-01-27,244,2024-01-27
1499,start_lesson,2024-02-28,873,2024-02-28
1499,start_lesson,2024-02-22,616,2024-02-22
1501,start_lesson,2024-01-26,772,2024-01-26
1501,start_lesson,2024-02-01,409,2024-02-01
1501,start_lesson,2024-01-30,243,2024-01-30
1504,start_lesson,2024-02-18,763,2024-02-18
1504,start_lesson,2024-02-18,992,2024-02-18
1504,start_lesson,2024-03-04,616,2024-03-04
1505,start_lesson,2024-01-26,294,2024-01-26
1505,start_lesson,2024-01-21,582,2024-01-21
1505,start_lesson,2024-01-08,736,2024-01-08
1506,start_lesson,2024-02-26,574,2024-02-26
1506,start_lesson,2024-02-29,687,2024-02-29
1508,start_lesson,2024-02-01,917,2024-02-01
1509,start_lesson,2024-02-03,268,2024-02-03
1512,start_lesson,2024-03-18,828,2024-03-18
1513,start_lesson,2024-03-07,282,2024-03-07
1514,start_lesson,2024-02-27,948,2024-02-27
1516,start_lesson,2024-03-03,212,2024-03-03
1516,start_lesson,2024-02-19,375,2024-02-19
1516,start_lesson,2024-02-15,575,2024-02-15
1518,start_lesson,2024-02-07,277,2024-02-07
1519,start_lesson,2024-01-26,736,2024-01-26
1524,start_lesson,2024-01-30,390,2024-01-30
1525,start_lesson,2024-02-19,533,2024-02-19
1526,start_lesson,2024-03-05,562,2024-03-05
1528,start_lesson,2024-03-11,516,2024-03-11
1528,start_lesson,2024-03-01,934,2024-03-01
1529,start_lesson,2024-02-18,810,2024-02-18
1532,start_lesson,2024-03-15,237,2024-03-15
1532,start_lesson,2024-03-07,588,2024-03-07
1532,start_lesson,2024-03-07,829,2024-03-07
1533,start_lesson,2024-03-19,908,2024-03-19
1539,start_lesson,2024-01-10,267,2024-01-10
1540,start_lesson,2024-03-22,233,2024-03-22
1541,start_lesson,2024-01-20,260,2024-01-20
1542,start_lesson,2024-01-31,883,2024-01-31
1543,start_lesson,2024-02-22,891,2024-02-22
1545,start_lesson,2024-02-25,859,2024-02-25
1545,start_lesson,2024-02-26,833,2024-02-26
1546,start_lesson,2024-02-25,927,2024-02-25
1547,start_lesson,2024-02-12,476,2024-02-12
1554,start_lesson,2024-01-30,429,2024-01-30
1554,start_lesson,2024-01-21,494,2024-01-21
1556,start_lesson,2024-02-15,271,2024-02-15
1560,start_lesson,2024-02-06,569,2024-02-06
1561,start_lesson,2024-03-13,870,2024-03-13
1562,start_lesson,2024-03-02,521,2024-03-02
1568,start_lesson,2024-01-30,355,2024-01-30
1569,start_lesson,2024-01-19,779,2024-01-19
1571,start_lesson,2024-01-31,219,2024-01-31
1572,start_lesson,2024-03-21,118,2024-03-21
1573,start_lesson,2024-02-08,907,2024-02-08
1574,start_lesson,2024-02-13,920,2024-02-13
1574,start_lesson,2024-02-06,346,2024-02-06
1574,start_lesson,2024-02-07,304,2024-02-07
1574,start_lesson,2024-02-18,519,2024-02-18
1575,start_lesson,2024-03-11,166,2024-03-11
1575,start_lesson,2024-03-05,441,2024-03-05
1576,start_lesson,2024-02-15,444,2024-02-15
1577,start_lesson,2024-02-12,796,2024-02-12
1577,start_lesson,2024-02-16,486,2024-02-16
1578,start_lesson,2024-02-21,441,2024-02-21
1579,start_lesson,2024-02-14,207,2024-02-14
1581,start_lesson,2024-03-18,776,2024-03-18
1582,start_lesson,2024-01-26,732,2024-01-26
1582,start_lesson,2024-02-07,501,2024-02-07
1584,start_lesson,2024-02-03,695,2024-02-03
1585,start_lesson,2024-02-04,401,2024-02-04
1586,start_lesson,2024-02-11,872,2024-02-11
1586,start_lesson,2024-02-02,206,2024-02-02
1588,start_lesson,2024-02-18,734,2024-02-18
1589,start_lesson,2024-01-20,684,2024-01-20
1590,start_lesson,2024-03-02,576,2024-03-02
1591,start_lesson,2024-02-06,436,2024-02-06
1594,start_lesson,2024-03-08,559,2024-03-08
1594,start_lesson,2024-02-18,412,2024-02-18
1594,start_lesson,2024-03-09,253,2024-03-09
1595,start_lesson,2024-03-14,900,2024-03-14
1596,start_lesson,2024-01-09,708,2024-01-09
1597,start_lesson,2024-01-14,903,2024-01-14
1597,start_lesson,2024-01-27,448,2024-01-27
1599,start_lesson,2024-02-06,889,2024-02-06
1600,start_lesson,2024-02-20,865,2024-02-20
1604,start_lesson,2024-03-25,693,2024-03-25
1604,start_lesson,2024-03-06,628,2024-03-06
1608,start_lesson,2024-02-07,399,2024-02-07
1609,start_lesson,2024-03-09,791,2024-03-09
1612,start_lesson,2024-02-10,827,2024-02-10
1613,start_lesson,2024-01-24,633,2024-01-24
1613,start_lesson,2024-01-24,335,2024-01-24
1616,start_lesson,2024-01-28,996,2024-01-28
1618,start_lesson,2024-01-21,310,2024-01-21
1618,start_lesson,2024-02-13,385,2024-02-13
1618,start_lesson,2024-01-29,522,2024-01-29
1619,start_lesson,2024-03-13,818,2024-03-13
1621,start_lesson,2024-02-25,593,2024-02-25
1622,start_lesson,2024-01-27,518,2024-01-27
1622,start_lesson,2024-01-29,936,2024-01-29
1623,start_lesson,2024-03-11,866,2024-03-11
1623,start_lesson,2024-03-22,444,2024-03-22
1624,start_lesson,2024-02-13,622,2024-02-13
1625,start_lesson,2024-02-27,918,2024-02-27
1625,start_lesson,2024-02-28,418,2024-02-28
1626,start_lesson,2024-02-27,441,2024-02-27
1626,start_lesson,2024-03-09,478,2024-03-09
1627,start_lesson,2024-02-17,645,2024-02-17
1627,start_lesson,2024-02-24,732,2024-02-24
1628,start_lesson,2024-02-25,847,2024-02-25
1629,start_lesson,2024-03-01,794,2024-03-01
1630,start_lesson,2024-01-15,689,2024-01-15
1630,start_lesson,2024-01-05,734,2024-01-05
1632,start_lesson,2024-02-02,887,2024-02-02
1634,start_lesson,2024-03-24,307,2024-03-24
1635,start_lesson,2024-02-19,285,2024-02-19
1635,start_lesson,2024-02-23,116,2024-02-23
1636,start_lesson,2024-01-07,389,2024-01-07
1639,start_lesson,2024-01-13,353,2024-01-13
1640,start_lesson,2024-01-22,710,2024-01-22
1641,start_lesson,2024-02-19,545,2024-02-19
1642,start_lesson,2024-02-18,555,2024-02-18
1642,start_lesson,2024-02-13,246,2024-02-13
1644,start_lesson,2024-02-03,983,2024-02-03
1645,start_lesson,2024-02-22,213,2024-02-22
1646,start_lesson,2024-03-15,196,2024-03-15
1649,start_lesson,2024-03-13,481,2024-03-13
1653,start_lesson,2024-01-15,475,2024-01-15
1655,start_lesson,2024-03-20,605,2024-03-20
1655,start_lesson,2024-02-27,421,2024-02-27
1656,start_lesson,2024-01-17,427,2024-01-17
1658,start_lesson,2024-02-02,448,2024-02-02
1660,start_lesson,2024-03-10,269,2024-03-10
1661,start_lesson,2024-01-17,406,2024-01-17
1663,start_lesson,2024-03-16,298,2024-03-16
1664,start_lesson,2024-03-14,276,2024-03-14
1666,start_lesson,2024-02-01,223,2024-02-01
1666,start_lesson,2024-01-08,256,2024-01-08
1666,start_lesson,2024-01-06,706,2024-01-06
1667,start_lesson,2024-03-12,385,2024-03-12
1668,start_lesson,2024-02-20,710,2024-02-20
1669,start_lesson,2024-02-22,978,2024-02-22
1673,start_lesson,2024-02-09,980,2024-02-09
1674,start_lesson,2024-02-12,334,2024-02-12
1674,start_lesson,2024-02-04,801,2024-02-04
1675,start_lesson,2024-01-31,393,2024-01-31
1677,start_lesson,2024-02-27,884,2024-02-27
1678,start_lesson,2024-03-21,941,2024-03-21
1678,start_lesson,2024-02-29,996,2024-02-29
1679,start_lesson,2024-03-04,117,2024-03-04
1681,start_lesson,2024-02-13,273,2024-02-13
1684,start_lesson,2024-03-04,502,2024-03-04
1687,start_lesson,2024-02-04,480,2024-02-04
1687,start_lesson,2024-01-20,917,2024-01-20
1687,start_lesson,2024-01-19,219,2024-01-19
1690,start_lesson,2024-02-20,867,2024-02-20
1690,start_lesson,2024-03-16,195,2024-03-16
1692,start_lesson,2024-02-02,921,2024-02-02
1694,start_lesson,2024-02-01,130,2024-02-01
1695,start_lesson,2024-03-03,196,2024-03-03
1699,start_lesson,2024-02-20,569,2024-02-20
1699,start_lesson,2024-03-10,804,2024-03-10
1699,start_lesson,2024-03-14,844,2024-03-14
1700,start_lesson,2024-03-25,145,2024-03-25
1701,start_lesson,2024-02-14,902,2024-02-14
1703,start_lesson,2024-02-23,335,2024-02-23
1704,start_lesson,2024-03-09,660,2024-03-09
1705,start_lesson,2024-01-31,436,2024-01-31
1705,start_lesson,2024-01-29,773,2024-01-29
1705,start_lesson,2024-02-09,384,2024-02-09
1706,start_lesson,2024-01-31,233,2024-01-31
1707,start_lesson,2024-01-07,868,2024-01-07
1708,start_lesson,2024-03-03,794,2024-03-03
1711,start_lesson,2024-01-24,638,2024-01-24
1712,start_lesson,2024-02-22,751,2024-02-22
1713,start_lesson,2024-01-17,359,2024-01-17
1713,start_lesson,2024-02-01,602,2024-02-01
1714,start_lesson,2024-01-27,691,2024-01-27
1715,start_lesson,2024-02-13,279,2024-02-13
1716,start_lesson,2024-03-07,995,2024-03-07
1718,start_lesson,2024-01-31,366,2024-01-31
1719,start_lesson,2024-01-17,663,2024-01-17
1720,start_lesson,2024-02-07,183,2024-02-07
1720,start_lesson,2024-02-18,509,2024-02-18
1720,start_lesson,2024-02-13,255,2024-02-13
1722,start_lesson,2024-02-16,589,2024-02-16
1722,start_lesson,2024-02-09,427,2024-02-09
1724,start_lesson,2024-02-25,715,2024-02-25
1725,start_lesson,2024-03-23,445,2024-03-23
1726,start_lesson,2024-02-13,196,2024-02-13
1727,start_lesson,2024-02-17,736,2024-02-17
1727,start_lesson,2024-02-16,282,2024-02-16
1728,start_lesson,2024-03-11,426,2024-03-11
1728,start_lesson,2024-02-26,665,2024-02-26
1730,start_lesson,2024-01-24,913,2024-01-24
1732,start_lesson,2024-02-22,775,2024-02-22
1732,start_lesson,2024-01-29,995,2024-01-29
1732,start_lesson,2024-02-20,760,2024-02-20
1733,start_lesson,2024-01-25,901,2024-01-25
1733,start_lesson,2024-02-01,477,2024-02-01
1734,start_lesson,2024-02-02,186,2024-02-02
1739,start_lesson,2024-02-12,773,2024-02-12
1740,start_lesson,2024-02-15,779,2024-02-15
1740,start_lesson,2024-02-20,234,2024-02-20
1743,start_lesson,2024-02-29,189,2024-02-29
1744,start_lesson,2024-01-26,587,2024-01-26
1744,start_lesson,2024-02-02,919,2024-02-02
1745,start_lesson,2024-01-31,916,2024-01-31
1747,start_lesson,2024-02-26,986,2024-02-26
1748,start_lesson,2024-01-04,692,2024-01-04
1748,start_lesson,2024-01-11,962,2024-01-11
1748,start_lesson,2024-01-03,842,2024-01-03
1749,start_lesson,2024-02-19,188,2024-02-19
1752,start_lesson,2024-01-29,392,2024-01-29
1752,start_lesson,2024-01-13,545,2024-01-13
1753,start_lesson,2024-03-09,498,2024-03-09
1755,start_lesson,2024-02-18,613,2024-02-18
1757,start_lesson,2024-01-08,494,2024-01-08
1757,start_lesson,2024-01-06,963,2024-01-06
1758,start_lesson,2024-02-06,833,2024-02-06
1759,start_lesson,2024-03-03,116,2024-03-03
1760,start_lesson,2024-02-24,807,2024-02-24
1760,start_lesson,2024-02-13,731,2024-02-13
1762,start_lesson,2024-02-09,341,2024-02-09
1763,start_lesson,2024-02-03,785,2024-02-03
1763,start_lesson,2024-02-01,643,2024-02-01
1764,start_lesson,2024-02-11,886,2024-02-11
1765,start_lesson,2024-01-30,806,2024-01-30
1766,start_lesson,2024-01-30,103,2024-01-30
1767,start_lesson,2024-01-21,380,2024-01-21
1768,start_lesson,2024-01-28,632,2024-01-28
1769,start_lesson,2024-02-14,570,2024-02-14
1769,start_lesson,2024-03-07,337,2024-03-07
1769,start_lesson,2024-02-21,704,2024-02-21
1771,start_lesson,2024-02-17,577,2024-02-17
1772,start_lesson,2024-02-21,188,2024-02-21
1772,start_lesson,2024-02-10,212,2024-02-10
1775,start_lesson,2024-02-15,832,2024-02-15
1776,start_lesson,2024-02-23,709,2024-02-23
1777,start_lesson,2024-03-06,241,2024-03-06
1778,start_lesson,2024-03-02,761,2024-03-02
1778,start_lesson,2024-02-29,659,2024-02-29
1778,start_lesson,2024-03-27,150,2024-03-27
1779,start_lesson,2024-02-10,307,2024-02-10
1780,start_lesson,2024-02-09,622,2024-02-09
1780,start_lesson,2024-01-30,607,2024-01-30
1781,start_lesson,2024-03-17,369,2024-03-17
1782,start_lesson,2024-03-01,362,2024-03-01
1782,start_lesson,2024-02-20,808,2024-02-20
1783,start_lesson,2024-01-30,285,2024-01-30
1787,start_lesson,2024-02-04,907,2024-02-04
1787,start_lesson,2024-02-26,320,2024-02-26
1789,start_lesson,2024-02-14,180,2024-02-14
1790,start_lesson,2024-02-20,833,2024-02-20
1790,start_lesson,2024-02-13,508,2024-02-13
1792,start_lesson,2024-01-30,990,2024-01-30
1794,start_lesson,2024-03-25,781,2024-03-25
1794,start_lesson,2024-03-21,185,2024-03-21
1797,start_lesson,2024-02-03,655,2024-02-03
1799,start_lesson,2024-02-15,872,2024-02-15
1803,start_lesson,2024-03-23,203,2024-03-23
1803,start_lesson,2024-03-27,383,2024-03-27
1806,start_lesson,2024-03-12,559,2024-03-12
1806,start_lesson,2024-03-15,839,2024-03-15
1808,start_lesson,2024-02-14,799,2024-02-14
1808,start_lesson,2024-03-01,560,2024-03-01
1809,start_lesson,2024-01-03,220,2024-01-03
1810,start_lesson,2024-02-27,760,2024-02-27
1810,start_lesson,2024-03-01,451,2024-03-01
1812,start_lesson,2024-02-27,916,2024-02-27
1813,start_lesson,2024-02-27,539,2024-02-27
1818,start_lesson,2024-03-02,668,2024-03-02
1820,start_lesson,2024-03-03,952,2024-03-03
1820,start_lesson,2024-02-26,288,2024-02-26
1820,start_lesson,2024-02-15,968,2024-02-15
1822,start_lesson,2024-03-25,649,2024-03-25
1824,start_lesson,2024-02-20,812,2024-02-20
1824,start_lesson,2024-02-24,328,2024-02-24
1825,start_lesson,2024-03-05,485,2024-03-05
1826,start_lesson,2024-02-25,230,2024-02-25
1827,start_lesson,2024-02-28,270,2024-02-28
1828,start_lesson,2024-03-10,429,2024-03-10
1830,start_lesson,2024-01-27,134,2024-01-27
1831,start_lesson,2024-02-23,300,2024-02-23
1832,start_lesson,2024-01-28,267,2024-01-28
1832,start_lesson,2024-02-08,608,2024-02-08
1833,start_lesson,2024-01-25,992,2024-01-25
1834,start_lesson,2024-02-26,610,2024-02-26
1835,start_lesson,2024-02-18,345,2024-02-18
1836,start_lesson,2024-03-16,323,2024-03-16
1837,start_lesson,2024-03-01,440,2024-03-01
1839,start_lesson,2024-02-02,669,2024-02-02
1842,start_lesson,2024-02-29,901,2024-02-29
1844,start_lesson,2024-02-05,636,2024-02-05
1844,start_lesson,2024-02-04,539,2024-02-04
1844,start_lesson,2024-02-09,643,2024-02-09
1848,start_lesson,2024-02-22,721,2024-02-22
1849,start_lesson,2024-01-14,712,2024-01-14
1850,start_lesson,2024-02-08,249,2024-02-08
1851,start_lesson,2024-01-15,994,2024-01-15
1851,start_lesson,2024-01-22,956,2024-01-22
1851,start_lesson,2024-01-04,804,2024-01-04
1852,start_lesson,2024-03-14,720,2024-03-14
1856,start_lesson,2024-02-11,455,2024-02-11
1856,start_lesson,2024-02-10,888,2024-02-10
1856,start_lesson,2024-01-31,844,2024-01-31
1858,start_lesson,2024-02-13,632,2024-02-13
1860,start_lesson,2024-02-15,472,2024-02-15
1861,start_lesson,2024-02-25,511,2024-02-25
1861,start_lesson,2024-02-23,351,2024-02-23
1863,start_lesson,2024-02-13,113,2024-02-13
1864,start_lesson,2024-02-24,314,2024-02-24
1865,start_lesson,2024-02-05,635,2024-02-05
1865,start_lesson,2024-02-20,119,2024-02-20
1866,start_lesson,2024-01-21,587,2024-01-21
1867,start_lesson,2024-02-27,813,2024-02-27
1867,start_lesson,2024-02-27,535,2024-02-27
1867,start_lesson,2024-03-08,420,2024-03-08
1869,start_lesson,2024-02-15,151,2024-02-15
1869,start_lesson,2024-02-28,456,2024-02-28
1870,start_lesson,2024-02-25,797,2024-02-25
1870,start_lesson,2024-02-21,818,2024-02-21
1871,start_lesson,2024-02-20,971,2024-02-20
1872,start_lesson,2024-02-20,706,2024-02-20
1874,start_lesson,2024-02-14,447,2024-02-14
1876,start_lesson,2024-01-31,877,2024-01-31
1877,start_lesson,2024-02-22,425,2024-02-22
1878,start_lesson,2024-02-22,626,2024-02-22
1879,start_lesson,2024-03-21,786,2024-03-21
1880,start_lesson,2024-03-04,318,2024-03-04
1880,start_lesson,2024-03-07,621,2024-03-07
1882,start_lesson,2024-03-28,504,2024-03-28
1883,start_lesson,2024-01-22,118,2024-01-22
1888,start_lesson,2024-03-03,679,2024-03-03
1888,start_lesson,2024-02-16,889,2024-02-16
1890,start_lesson,2024-02-04,930,2024-02-04
1891,start_lesson,2024-02-23,393,2024-02-23
1891,start_lesson,2024-02-14,114,2024-02-14
1895,start_lesson,2024-01-23,425,2024-01-23
1896,start_lesson,2024-02-03,725,2024-02-03
1897,start_lesson,2024-02-19,911,2024-02-19
1897,start_lesson,2024-01-25,257,2024-01-25
1899,start_lesson,2024-03-15,203,2024-03-15
1899,start_lesson,2024-03-21,891,2024-03-21
1900,start_lesson,2024-02-12,697,2024-02-12
1902,start_lesson,2024-02-03,705,2024-02-03
1903,start_lesson,2024-01-28,785,2024-01-28
1903,start_lesson,2024-02-06,999,2024-02-06
1903,start_lesson,2024-02-21,853,2024-02-21
1904,start_lesson,2024-01-31,873,2024-01-31
1905,start_lesson,2024-02-17,905,2024-02-17
1905,start_lesson,2024-01-29,381,2024-01-29
1906,start_lesson,2024-02-01,246,2024-02-01
1907,start_lesson,2024-01-22,613,2024-01-22
1908,start_lesson,2024-03-02,167,2024-03-02
1908,start_lesson,2024-03-09,603,2024-03-09
1909,start_lesson,2024-02-04,168,2024-02-04
1909,start_lesson,2024-02-04,658,2024-02-04
1911,start_lesson,2024-03-03,966,2024-03-03
1912,start_lesson,2024-02-08,512,2024-02-08
1913,start_lesson,2024-03-03,163,2024-03-03
1916,start_lesson,2024-01-17,691,2024-01-17
1917,start_lesson,2024-01-10,865,2024-01-10
1917,start_lesson,2024-01-23,336,2024-01-23
1917,start_lesson,2024-02-01,495,2024-02-01
1920,start_lesson,2024-02-09,940,2024-02-09
1921,start_lesson,2024-02-01,238,2024-02-01
1921,start_lesson,2024-02-09,875,2024-02-09
1925,start_lesson,2024-01-24,415,2024-01-24
1925,start_lesson,2024-02-06,765,2024-02-06
1928,start_lesson,2024-02-03,522,2024-02-03
1930,start_lesson,2024-03-02,231,2024-03-02
1930,start_lesson,2024-03-08,325,2024-03-08
1933,start_lesson,2024-03-12,703,2024-03-12
